time,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10
0.005,0.1614467529632649,0.0007160859723768204,0.1239912648419963,0.07671025853050599,0.006495103773880616,0.3103760409136127,0.010905667260618016,0.04560185468199617,0.00209050620101613,0.003982846149920245
0.01,0.3224304657537735,0.0015762828101576136,0.24826584265772653,0.15477823655939765,0.013389080852909121,0.615932630879407,0.022366780966797787,0.09221297857934325,0.004658738530338796,0.00824802022498992
0.015,0.482883069999383,0.002569112229698364,0.37275223817929026,0.23477004221471517,0.020682704685384568,0.9167381820102812,0.034384389235254685,0.13979514449005537,0.007589192772599255,0.012792935098120716
0.02,0.6427476641723001,0.0036917566898328966,0.4973938508653608,0.31698565477552587,0.028370631237773603,1.2128617065654672,0.04695680283018802,0.1883102315112667,0.010904358203610028,0.017609571405849147
0.025,0.8019835592126805,0.0049480464426797655,0.6221548670739622,0.4013699505469509,0.036445927899017024,1.5043726852664823,0.06007927731832843,0.2377203941063829,0.014587719359984642,0.02269456983911326
0.030000000000000002,0.9605678617902624,0.00634341868510385,0.7470177260143912,0.4878582620850597,0.04490581512370174,1.7913411402203538,0.0737453547292003,0.2879882734346309,0.018655202375235116,0.028051831977968514
0.035,1.1184904769440536,0.007883676032101295,0.8719726564159689,0.5763657728898139,0.05375034366950881,2.0738379386944503,0.08794865421250717,0.339077240637162,0.023105135627275328,0.0336854502823555
0.04,1.2757467017976136,0.009574960233782499,0.9970094783239085,0.6667849382306801,0.06297924752399506,2.3519351982908168,0.10268320605742295,0.39095161352469177,0.027950016091565714,0.039599007776460964
0.045,1.4323329929043327,0.01142341206497148,1.1221157319461004,0.7590259437487394,0.07259243798814333,2.6257065393473313,0.11794298831334935,0.44357678327913724,0.033192995527523195,0.0457966759575044
0.049999999999999996,1.5882455699609017,0.01343501039764406,1.247276502338432,0.8529844020504724,0.08258962308113353,2.895227010477896,0.13372186786140255,0.4969192435545503,0.038844411374483585,0.05228150490493512
0.05499999999999999,1.7434796520961346,0.01561566857683348,1.3724743177747947,0.9485720440359974,0.09296987429358831,3.160572735015989,0.15001353345974633,0.5509465643842615,0.04490903241830978,0.05905645484064214
0.05999999999999999,1.8980292631550162,0.017970995464953347,1.4976897566426508,1.0456941010496834,0.10373201734752313,3.4218204443947644,0.166811367625655,0.6056273482730293,0.05139545597983341,0.0661238235666731
0.06499999999999999,2.051887391397008,0.02050645343351205,1.6229018984315264,1.1442666077990773,0.11487423671787778,3.679047014379852,0.1841084679037027,0.6609311813067094,0.05830870613245267,0.07348536163166593
0.06999999999999999,2.2050461305402607,0.02322717605777682,1.7480887370387488,1.2442040206985063,0.12639434209010011,3.9323290483088598,0.20189760485875427,0.716828584784938,0.0656558290826114,0.08114247834782279
0.075,2.3574969200702958,0.026138076191595833,1.8732276198852575,1.3454277196331892,0.1382896533949602,4.181742526947167,0.22017122995168048,0.7732909713180096,0.07344143976313879,0.08909588580369665
0.08,2.5092307511376406,0.029243743131487823,1.9982955145178383,1.447860050320149,0.15055704545508172,4.4273625288889535,0.2389214932725353,0.830290605598526,0.08167114842177076,0.09734608433222325
0.085,2.6602383435804335,0.032548492777858117,2.1232692976110172,1.551427948047004,0.16319302972565575,4.669263013832224,0.2581402448581098,0.8878005695471128,0.09034882018876368,0.10589289534648605
0.09000000000000001,2.8105103160079405,0.03605632641629344,2.2481259397844817,1.656060463187766,0.17619367164239627,4.9075166602573725,0.2778190708091216,0.9457947315027169,0.09947871664294966,0.11473595896330711
0.09500000000000001,2.9600373043246626,0.039770940756946434,2.3728426665888507,1.7616899170891094,0.18955475498277635,5.142194748157166,0.29794930101098516,1.0042477185925067,0.10906378304247623,0.12387431904369299
0.10000000000000002,3.108810075023386,0.04369572557823174,2.497397085507724,1.8682511555384267,0.20327165871297687,5.373367077783383,0.3185220432335405,1.0631348917541679,0.11910700929705517,0.1333068343515883
0.10500000000000002,3.2568196029209644,0.04783375168267404,2.621767267443166,1.9756815623101445,0.2173395323056889,5.601101917269399,0.33952819999215456,1.1224323228663733,0.12961034779605118,0.14303186260764042
0.11000000000000003,3.4040571368957253,0.05218778997927845,2.745931827162688,2.0839210901281215,0.2317531791635364,5.825465972747018,0.3609584952173749,1.1821167735099303,0.14057559119113683,0.15304756857052437
0.11500000000000003,3.5505142486901238,0.05676028993719055,2.8698699613880154,2.1929118152443454,0.24650721041810036,6.046524375975555,0.3828034974020449,1.242165675060958,0.1520036839796165,0.1633517032701153
0.12000000000000004,3.6961828662230265,0.0615534088873621,2.9935614928442837,2.3025982629888824,0.26159595275827097,6.264340685500831,0.40505363957821205,1.302557109809227,0.16389529658090318,0.173941823304475
